date,actual,feature_model
2016-05-13 19:00:00,208.33333333333334,178.44249
2016-05-13 20:00:00,120.0,171.80515
2016-05-13 21:00:00,63.333333333333336,102.870804
2016-05-13 22:00:00,55.0,67.03617
2016-05-13 23:00:00,61.666666666666664,57.93387
2016-05-14 00:00:00,58.333333333333336,61.74652
2016-05-14 01:00:00,63.333333333333336,58.687256
2016-05-14 02:00:00,60.0,62.403835
2016-05-14 03:00:00,60.0,61.671257
2016-05-14 04:00:00,60.0,62.41182
2016-05-14 05:00:00,56.666666666666664,62.75197
2016-05-14 06:00:00,63.333333333333336,72.986435
2016-05-14 07:00:00,113.33333333333333,86.923485
2016-05-14 08:00:00,133.33333333333334,117.42222
2016-05-14 09:00:00,118.33333333333333,119.75184
2016-05-14 10:00:00,158.33333333333334,136.1131
2016-05-14 11:00:00,96.66666666666667,130.98999
2016-05-14 12:00:00,116.66666666666667,125.09595
2016-05-14 13:00:00,113.33333333333333,114.50903
2016-05-14 14:00:00,106.66666666666667,123.16111
2016-05-14 15:00:00,130.0,114.05905
2016-05-14 16:00:00,111.66666666666667,122.83498
2016-05-14 17:00:00,241.66666666666666,144.12907
2016-05-14 18:00:00,166.66666666666666,180.61887
2016-05-14 19:00:00,90.0,143.70137
2016-05-14 20:00:00,86.66666666666667,104.523636
2016-05-14 21:00:00,75.0,73.80661
2016-05-14 22:00:00,61.666666666666664,71.016556
2016-05-14 23:00:00,48.333333333333336,62.05837
2016-05-15 00:00:00,53.333333333333336,57.289806
2016-05-15 01:00:00,55.0,58.086323
2016-05-15 02:00:00,51.666666666666664,58.308067
2016-05-15 03:00:00,40.0,57.80481
2016-05-15 04:00:00,51.666666666666664,57.863007
2016-05-15 05:00:00,56.666666666666664,57.439556
2016-05-15 06:00:00,51.666666666666664,60.52536
2016-05-15 07:00:00,93.33333333333333,72.65503
2016-05-15 08:00:00,118.33333333333333,111.31717
2016-05-15 09:00:00,101.66666666666667,112.9361
2016-05-15 10:00:00,108.33333333333333,111.48912
2016-05-15 11:00:00,105.0,107.1749
2016-05-15 12:00:00,96.66666666666667,108.21994
2016-05-15 13:00:00,136.66666666666666,102.836136
2016-05-15 14:00:00,88.33333333333333,110.97194
2016-05-15 15:00:00,93.33333333333333,124.76121
2016-05-15 16:00:00,143.33333333333334,110.68013
2016-05-15 17:00:00,236.66666666666666,154.22533
2016-05-15 18:00:00,98.33333333333333,178.04445
2016-05-15 19:00:00,96.66666666666667,118.83548
2016-05-15 20:00:00,246.66666666666666,96.93805
2016-05-15 21:00:00,203.33333333333334,131.89832
2016-05-15 22:00:00,86.66666666666667,122.98014
2016-05-15 23:00:00,83.33333333333333,81.56751
2016-05-16 00:00:00,61.666666666666664,74.44115
2016-05-16 01:00:00,53.333333333333336,61.96358
2016-05-16 02:00:00,56.666666666666664,57.83188
2016-05-16 03:00:00,53.333333333333336,57.873463
2016-05-16 04:00:00,55.0,58.09605
2016-05-16 05:00:00,51.666666666666664,61.414227
2016-05-16 06:00:00,53.333333333333336,57.923782
2016-05-16 07:00:00,61.666666666666664,68.88755
2016-05-16 08:00:00,88.33333333333333,82.69061
2016-05-16 09:00:00,70.0,101.39439
2016-05-16 10:00:00,148.33333333333334,103.98395
2016-05-16 11:00:00,103.33333333333333,112.651726
2016-05-16 12:00:00,206.66666666666666,131.91423
2016-05-16 13:00:00,266.6666666666667,135.09648
2016-05-16 14:00:00,88.33333333333333,171.92007
2016-05-16 15:00:00,111.66666666666667,130.48944
2016-05-16 16:00:00,88.33333333333333,122.53162
2016-05-16 17:00:00,243.33333333333334,139.30598
2016-05-16 18:00:00,155.0,161.89471
2016-05-16 19:00:00,115.0,123.05216
2016-05-16 20:00:00,96.66666666666667,112.7648
2016-05-16 21:00:00,68.33333333333333,93.29102
2016-05-16 22:00:00,46.666666666666664,78.92824
2016-05-16 23:00:00,60.0,68.166176
2016-05-17 00:00:00,50.0,61.498707
2016-05-17 01:00:00,55.0,57.34944
2016-05-17 02:00:00,51.666666666666664,58.02802
2016-05-17 03:00:00,53.333333333333336,57.44693
2016-05-17 04:00:00,53.333333333333336,57.81676
2016-05-17 05:00:00,58.333333333333336,61.566914
2016-05-17 06:00:00,56.666666666666664,62.48992
2016-05-17 07:00:00,65.0,63.442116
2016-05-17 08:00:00,56.666666666666664,80.004555
2016-05-17 09:00:00,51.666666666666664,62.662735
2016-05-17 10:00:00,53.333333333333336,75.08021
2016-05-17 11:00:00,51.666666666666664,69.37716
2016-05-17 12:00:00,53.333333333333336,74.54257
2016-05-17 13:00:00,41.666666666666664,75.84987
2016-05-17 14:00:00,53.333333333333336,67.06176
2016-05-17 15:00:00,51.666666666666664,70.04963
2016-05-17 16:00:00,66.66666666666667,70.193344
2016-05-17 17:00:00,153.33333333333334,120.97422
2016-05-17 18:00:00,100.0,159.2414
2016-05-17 19:00:00,123.33333333333333,117.964355
2016-05-17 20:00:00,118.33333333333333,102.78965
2016-05-17 21:00:00,65.0,82.90049
2016-05-17 22:00:00,46.666666666666664,64.85545
2016-05-17 23:00:00,55.0,58.03586
2016-05-18 00:00:00,51.666666666666664,60.325703
2016-05-18 01:00:00,53.333333333333336,59.686302
2016-05-18 02:00:00,55.0,57.74802
2016-05-18 03:00:00,51.666666666666664,60.41041
2016-05-18 04:00:00,51.666666666666664,57.173557
2016-05-18 05:00:00,65.0,63.93731
2016-05-18 06:00:00,70.0,67.57172
2016-05-18 07:00:00,53.333333333333336,94.40052
2016-05-18 08:00:00,61.666666666666664,67.11355
2016-05-18 09:00:00,65.0,72.75541
2016-05-18 10:00:00,58.333333333333336,73.42308
2016-05-18 11:00:00,70.0,62.32957
2016-05-18 12:00:00,56.666666666666664,91.354004
2016-05-18 13:00:00,86.66666666666667,64.79625
2016-05-18 14:00:00,81.66666666666667,97.39084
2016-05-18 15:00:00,83.33333333333333,96.2055
2016-05-18 16:00:00,105.0,96.6073
2016-05-18 17:00:00,118.33333333333333,136.39955
2016-05-18 18:00:00,178.33333333333334,152.49536
2016-05-18 19:00:00,143.33333333333334,146.77779
2016-05-18 20:00:00,223.33333333333334,109.8936
2016-05-18 21:00:00,81.66666666666667,112.4205
2016-05-18 22:00:00,51.666666666666664,81.58588
2016-05-18 23:00:00,56.666666666666664,60.78157
2016-05-19 00:00:00,51.666666666666664,57.65886
2016-05-19 01:00:00,51.666666666666664,57.18275
2016-05-19 02:00:00,50.0,57.111595
2016-05-19 03:00:00,51.666666666666664,57.152245
2016-05-19 04:00:00,56.666666666666664,57.35683
2016-05-19 05:00:00,55.0,60.41918
2016-05-19 06:00:00,58.333333333333336,58.654556
2016-05-19 07:00:00,50.0,62.59964
2016-05-19 08:00:00,53.333333333333336,61.51209
2016-05-19 09:00:00,36.666666666666664,61.942394
2016-05-19 10:00:00,55.0,59.815258
2016-05-19 11:00:00,51.666666666666664,61.05776
2016-05-19 12:00:00,55.0,60.49575
2016-05-19 13:00:00,50.0,67.70502
2016-05-19 14:00:00,63.333333333333336,64.62098
2016-05-19 15:00:00,81.66666666666667,80.57905
2016-05-19 16:00:00,90.0,101.147316
2016-05-19 17:00:00,208.33333333333334,125.54772
2016-05-19 18:00:00,120.0,159.95642
2016-05-19 19:00:00,98.33333333333333,132.78401
2016-05-19 20:00:00,118.33333333333333,106.50264
2016-05-19 21:00:00,66.66666666666667,87.10811
2016-05-19 22:00:00,50.0,67.44539
2016-05-19 23:00:00,56.666666666666664,57.446796
2016-05-20 00:00:00,51.666666666666664,57.763313
2016-05-20 01:00:00,51.666666666666664,57.07607
2016-05-20 02:00:00,36.666666666666664,57.244755
2016-05-20 03:00:00,58.333333333333336,56.542946
2016-05-20 04:00:00,51.666666666666664,58.631165
2016-05-20 05:00:00,61.666666666666664,60.20765
2016-05-20 06:00:00,66.66666666666667,73.19558
2016-05-20 07:00:00,80.0,96.4701
2016-05-20 08:00:00,126.66666666666667,125.00885
2016-05-20 09:00:00,73.33333333333333,113.58457
2016-05-20 10:00:00,81.66666666666667,112.35225
2016-05-20 11:00:00,73.33333333333333,121.12053
2016-05-20 12:00:00,71.66666666666667,118.89838
2016-05-20 13:00:00,61.666666666666664,100.942406
2016-05-20 14:00:00,60.0,75.266045
2016-05-20 15:00:00,46.666666666666664,75.14661
2016-05-20 16:00:00,48.333333333333336,71.471825
2016-05-20 17:00:00,75.0,93.34079
